listing_id;id;date;reviewer_id;reviewer_name;comments
7934963;53428793;2015-11-08;938231;Drew;Farah was more than welcoming. She made us feel right at home. The bedroom was large and quiet. There was plenty of free street parking and downtown was only a seven minute drive away.
7934963;53726144;2015-11-11;8873291;Caroline;"
We had a great stay at Ballard Bliss. Farah was always fast to respond and the place looks just like the pictures. It is basic and clean. 
 The neighborhood was nice and quiet. It is walking distance to grocery store and many restaurants and stores.
We would recommend Farah's place to anyone who needs a basic place to stay close to Seattle.

"
7934963;53796206;2015-11-12;48452038;Spencer;The stay here was very comfortable. Farah was accommodating with our arrival time and welcomed us when we got there. We were pretty exhausted after a day of driving and exploring Seattle so we went into our room and slept pretty quickly. It was only 8:30 or so when we decided to go to bed, but the house was very silent even though it was so early, so we really appreciated that! I would recommend this house to anyone who comes to Seattle! Thanks, Farah!
7934963;53867186;2015-11-13;25477273;Nisma;We had a wonderful & comfortable stay at Farah's. The neighborhood was literally few blocks from the market area (restaurants, stores, coffee shops, bars) yet it was so quiet. It was great to share travel stories with Farah :-) 
7934963;54004552;2015-11-15;45549036;Susan;My trip up to Ballard and staying with Farah was very pleasant.  I met her when I arrived and they showed me everything that I asked for. I forgot a towel and she supplied me one.   I did not arrive until the evening  and went to bed early and woke up early, so I did not have much contact with them. The neighborhood is a very quite.  I slept very well.  I will stay here again when I come back for another workshop.  
7934963;54217135;2015-11-16;9640217;Abbie;Great room and welcoming host! The house was very clean and quiet. Ballard is a really cool neighborhood to stay in - close to the center of Seattle but with street parking and cool shops/restaurants to explore. Thanks Farah!
7934963;57109210;2015-12-21;3929249;Keith;I had an comfortable but short stay at Farah's place, and enjoyed talking with Farah and Ben.
2934389;15402820;2014-07-08;7682798;April;"This was my first experience with AirBnB, and I have to admit I was a little nervous. But, Bonnie was a delight and made me feel comfortable and very much at home.  

Prior to arriving in Seattle, Bonnie was extremely attentive to my emails and answered all of my questions immediately. We quickly establish great lines of communication which made me feel very much at ease. 

Upon arrival, she was very flexible with our check-in time and greeted my boys and I at our car.  Once in the home, she was very thorough with her tour, and left us with a welcome letter, and details to some important responsibilities.  I felt very comfortable chatting with her and felt that she and I could very easily hit it off as friends. 

It was obvious that Bonnie spent a lot of time thinking of ways to make us feel at home. Age appropriate toys were left out for my boys, a bowl of fruit was filled for us to enjoy, beautiful accents of fresh flowers and plants filled the space, and a wonderful selection of LP's were at our finger tips, just to name a few. The place was every bit as beautiful and inviting as the photos, and the energy of the home was so relaxing. 

Bonnie's attentive and thoughtful hospitality has set a high bar. I hope that other hosts are just as welcoming as she was.  She and her Urban Tree-house will be first on our list for our next trip up to the PNW.  "
2934389;17998079;2014-08-20;10849699;Dee;Serene apartment, exactly as described.  Bonnie was the perfect hostess who didn't miss a detail.  My family stayed for 6 weeks in the summer, and it was a perfect home away from home.   very convenient to parks, buses, shopping, etc.  Note there is no TV, but grab a book and pot of tea, coffee, listen to music, play piano, and enjoy Seattle.
2934389;18744067;2014-08-31;4582507;Carolyn;The apartment was exactly as pictured, and we enjoyed the adorable Mapleleaf neighborhood. It was a bit far from other downtown areas but since we had a car it was not a problem (and parking was a breeze). Bonnie's wonderful friend Stephanie checked us in and everything was very smooth. Thanks Bonnie!
2934389;21170252;2014-10-12;3394000;Christy;Bonnie was available for check in and had definitely listened to the purpose of my trip and schedule and was ultra-accomodating to that. The apartment was exactly as pictured and described, but with extra hospitality. This feels like a Bohemian artists loft and is so comfortable and charming. You do not feel like you will break anything or can't touch and all the decorator and guest touches are just perfect! I hope Bonnie will welcome me back as this location is perfect for my office which is 1 mi away at Green Lake. The freeway access is easy and it's a nice neighborhood. And Thank You, Bonnie, for the little treats you left for us--especially coffee :)
2934389;37470618;2015-07-07;18898726;Megan;"Check-in was a breeze. Bonnie was very responsive and had suggestions of things to do in Seattle over a holiday weekend. The space was cozy, and it was a very welcoming space for a family with children. There is a great coffee shop across the street, as well as a park within walking distance.

We stayed at the apartment during a Seattle heat-wave, so the older building ended up being a little stuffy without A/C. Fans and open windows helped during the nights."
2934389;39048252;2015-07-20;36426521;Daniel;We enjoyed our stay very much. The condo was very clean and spacious. The neighborhood is nice, with a park, and Cloud City Coffee right across the street is a great place. Bonnie made us feel welcome. Check-in was easy. We would stay in Bonnie's place again.
2934389;39624554;2015-07-25;4526575;Tania;We enjoyed our weekend in Bonnie's apartment. She was prompt and proactive in all communication, and the space was clean and just as advertised. We especially appreciated the thoughtful details like the amenities. Oh, and Bonnie has a stellar book collection! I went to bed every night with a pile of classics to browse. Overall we enjoyed our stay.
2934389;40891244;2015-08-03;2631519;Chad;Bonnie's place was the perfect base from which to explore Seattle. Having a 10-year-old in tow, it was really nice to have the huge park next door. You're only about 10 minutes from downtown Seattle, but the Maple Leaf neighborhood offers plenty of dining options if you don't want to be bothered with making the trek. The place was spacious, bright and clean with plenty of room for our family of 3. I must admit I was a bit apprehensive about not having a TV, but we whiled away our downtime listening to records or surfing the Internet via w-fi. So I guess you could say no complaints! Overall, a great AirBnB experience.
2934389;42005770;2015-08-10;7684479;Christine;Sweet little apartment with modern conveniences in a nice, quiet neighborhood. Bonnie left memos and supplies for our convenience and was a prompt replier to the questions we had. We recommend her apartment to other AirBnB users.
2934389;44937231;2015-08-30;124401;Adrienne;Wonderful place to stay. Amazing location, great apartment, lots of books and legos/wooden train set for a kid. Very peaceful and Bonnie was responsive and easy to communicate with. 
2934389;45850926;2015-09-06;39893003;Peng;Very nice apartment with diversified art and craft. Comfortable and cozy feeling at home. Super convenient commuting to the city. Bonnie is very nice and patient about all questions we had about the apartment. Will definitely come back next time. 
6888107;36727603;2015-06-30;18779691;Jordan;"In short, an A++++ listing, would stay here again in a heartbeat. 

If you're considering staying here, reserve it now before it's too late!  You won't find a cuter, more clean place in West Seattle, or nicer more considerate hosts.

My wife and I arrived in Seattle late, and Hamlin and his wife Amy were gracious enough to stay up and welcome us when we arrived at midnight.  There is plenty of street parting, and their condo is nestled between other condos across a grassy well groomed walkway.   

The house itself is so charming and immaculately decorated and clean.  We were there for our 1 year wedding anniversary, and they had even gotten us a bottle of wine!  So thoughtful! 

The room is downstairs, and again is very clean and welcoming.  We had access to a washroom on the main floor, and a full bathroom upstairs which has to be the absolutely cleanest bathroom I have ever seen in a house ever.  

Depending on the day, you may be woken up by the padding feet of their two adorable kids, who were so cute and well-behaved, (at least when we were around =).  

Hamlin and his wife Amy were so considerate, and we had no trouble at all coming in and our of the house at different times of the day, and they respected our privacy to the utmost. 

All in all, an great experience."
6888107;39225364;2015-07-21;37224080;Andres;The place was nice and clean. Hamlin and his wife were very helpful and they would text back right away.
6888107;39967788;2015-07-27;7560288;Amy;"Hamlin and his wife Amy offer a very comfortable home with clean accommodations and a welcoming environment. Although we were on the go 90% of our trip, they were eager and willing to provide us with amazing suggestions, travel tips and even took time out to research bus information for us. The little things that can make city traveling a little tricky, were a breeze thanks to their assistance and advice.  Their home is conveniently located near a bus stop that makes it easy to get to and from the city, and neighborhood is close to the beach, and in a quiet safe setting.  We also had the need for street parking and found a close by spot for our van/trailer rig everyday when we returned. 

Their kids made the stay especially enjoyable and fun. They are full of energy and life, but they were also very respectful of our space and we never felt like our privacy was compromised. The bedroom where we stayed was downstairs providing us a quiet nook to rest in after our long city days. Hamlin and Amy even left us a bottle of wine to enjoy while we were there and made us feel like friends, not just passing through! 

We thoroughly enjoyed our stay, and would definitely stay with the Ham Fam again!"
6888107;41419145;2015-08-07;37619912;Terry;Great stay!! My family and I stayed with the Ham Family and we had a super experience. It was a clean and welcoming home in a super location. Hamlin and Amy are amiable, terrific hosts and their 2 young children are very well behaved. They were always ready and able to happily assist with anything we needed and had great recommendations. We loved our stay!
6888107;41987934;2015-08-10;37705950;Nicole;Amy and Hamlin were extremely gracious hosts. Upon arrival, Amy gave us a tour of their home and made us feel very welcome. The couple provided us with everything we needed, from a shelf of fridge space to two super comfortable beds. The family was respectful of our privacy yet readily available when we had questions. Overall we had a great stay in a great neighborhood.
6888107;42881097;2015-08-16;37098127;Anthony;"The Ham Fam were excellent hosts! We were given a tour of their home and were provided with everything we needed. We were pretty much out and about the bulk of our trip, but Amy and Hamlin were both happy to assist us and respected our privacy—they even lent us an umbrella on the stormiest day of our vacation!

Their home was beautiful, clean, and definitely cozy! The neighborhood was quiet, welcoming, and very cute. The area is nestled right behind a library with the most convenient bus stop that takes you straight downtown.

Our trip in Seattle was extremely enjoyable and we could attribute a good slice of that to having such awesome hosts and a beautiful, convenient place to stay at."
6888107;43670340;2015-08-21;10001611;Thamer;"I really love the stay at Ham Fam's. Ham Fam was so nice and cute. The place was very clean and neat. The place is about 15 minutes from downtown by car which is very close! :)
They provide us a place in the refrigerator, towels and you can use the laundry machine.

Thank you Hamlin and Amy for making our stay in Seattle wonderful and memorable :)"
6888107;44847335;2015-08-29;379337;Angela;We had a great stay! The house was easy to find & Amy was very hospitable, sweet and friendly! And we love her kids, they were so adorable. The Hamlins provided many things for us including towels, toothpaste, shampoo, fridge space and even extra bottles of water for our trip! Our room was spacious, clean and quiet. We would definitely come back if we are back in Seattle again!
6888107;48105640;2015-09-23;29245019;Bryant;My girlfriend and I had a great experience staying with the Ham Fam in Seattle. We came to Seattle seriously considering a move to the city and our stay with Hamlin and his family confirmed it for us. We enjoyed talking and getting to know them. They were very helpful and knowledgeable about Seattle. Their house is beautiful and very well kept with a very comfortable room for guests. Getting around with public transportation, Uber, and water taxi were all easy from their location in West Seattle as well. Definitely recommend this listing!
6888107;49706992;2015-10-05;17784822;Michael;Very sweet welcoming family in an interesting part of town. It's the right balance between sharing, nice conversation and living independence as we both went about our daily routine. Cute house with lots of interesting art, color and intellect. Great french pressed coffee.
6888107;50188069;2015-10-10;41940291;Stefan;"Amy and Hami have been some amazing hosts.
For most of the time we had the pleasure to deal with Amy. She is wonderful with kids. As we were travelling with our one year old daughter, staying at tha HamFam was perfekt for us. They even could provide us with a ""baby-bed"".
Even before our arrival they've been very helpful giving us some different options of how to get to their place.
The room and the entire house were very clean and located in a good neighborhood. Just a 20 Minute busride to downtown. The bus stop is close by.
Thanks Amy, Hamlin, Annabeth and Hami - you made Seattle worth a trip"
6888107;52346550;2015-10-28;23372725;Chenwen;The place was nice and comfortable to stay. Amy and Hamlin are great hosts and my friends and I felt very welcome. Amy helped us a lot when we were staying. I'd to stay again.
6888107;53347989;2015-11-08;45284991;Mijung;We love Hamlin's family house. The house was very clean and nice, and the family was great. They made us comfortable, and we felt it was our own house. The neighborhood was also very quite and safe. We found it relaxing walking around the neighborhood every morning. I would recommend this house!
7075357;40353174;2015-07-30;32694387;Kris;We contacted Rob and he has great communication with us on the details of the place. We decided to book it. At the time of check-in, Rob came greet us and explained about the room. The room was very nice and clean as we expected. It is like what is in the pictures. We love the location of this room as it is close to everything such as highway and attractions. There are some coffee shops and grocery stores around the places. So far, we really enjoyed our stay.
7075357;41790628;2015-08-09;3119483;Matt;"Rob is the ultimate host!  Really took care of us and made sure we had everything we needed, and then some.  Can't thank him enough.

His place is awesome - everything is new and works perfectly.  Very comfortable condo, and great neighborhood full of things to do and packed with locals.  A close jump to downtown, Capitol Hill, north Seattle, etc.

And that Kevo thing still blows my mind."
4494948;23178201;2014-11-24;23550301;Marco;Justin has been a great host. Before we arrived in Seattle he sent us directions on how to get to his apartment, and he waited for us downstairs, so it was very easy for us to find the building. As we stepped into the apartment we felt quickly like at home. This is a cozy apartment, clean and with good taste in decorations. Justin offered some fruit, beagles and orange juice, which were very much appreciated. The apartment itself is awesome and you will feel like you don't want to go out. We had planned to eat out every day, but in the end we bought some food at the nearby QFC and cooked at home several times. I particularly enjoyed the projector. If you have a netflix account you can enjoy movies in a home theater setting.  Neighborhood was also great, 5 minutes walking distance from many happening places, stores and bars, and 15 minutes (or less) walking to the Pike Market Place. I definitely recommend this Justin's apartment for a short of long stay in Seattle.
4494948;23916185;2014-12-14;8190182;Anna;Beautiful apartment, impeccably clean and located right between downtown Seattle and Capitol Hill. Justin was very accommodating especially when my travel plans changed at the last minute. He provided toiletries as well as bagels, fruit and juice for breakfast. Overall a wonderful experience, would recommend and also stay again.
4494948;24854866;2015-01-03;8291197;Ashley;"The apartment was great. The location was fabulous: easy walking distance to downtown, Capitol Hill, South Lake Union etc. Apartment was roomy, extremely clean and has an awesome view of Mt Rainer. Kitchen was well appointed, and there is a big projector TV. No complaints at all. 5 stars.

The one slight negative was parking: its a bit difficult/pricey to park. This is really nothing to do with the apartment, just First Hill."
4494948;25210780;2015-01-09;20037108;Linda;"Great stay!  The apartment is really nice, comfortable, and quiet, with everything I needed. I really appreciated the bagels, orange juice and bananas; also the fast internet, shower supplies, and free laundry facilities. Thanks for the helpful instructions for arriving from the airport. Easy walk (~10 min) from light rail and the conference center; even closer to restaurants and coffee shops. Thank you, Justin!"
4494948;25571953;2015-01-19;22335644;Shelley;We had a very pleasant stay at this beautiful Condo. Everything was clean and tidy. Justin was very flexible with us having an early arrival! He provides  bagels, orange juice, & toiletries for your stay. The projector in the living room is pretty awesome! View is great. Downtown is walking distance. Wish we could've stayed a little longer. Would definitely stay here again. 
4494948;26009294;2015-02-01;10680187;Jason;Justin meet me at the front door and was very friendly. Justin place was very nice and clean!  His place is super close to the bars and downtown. When back in Seattle I would stay in his place again.
4494948;26312330;2015-02-09;16580948;Tim;Justin was a great host.  The room was just a described
4494948;26529949;2015-02-15;23082563;Lauren;"Very pleasant experience. The location was convenient and the apartment was clean and comfortable. 

My boyfriend and I went to seattle for valentines weekend and this spot was perfect! Justin even had a bottle of wine and box of chocolates waiting for us. Couldn't have asked for a better experience! "
4494948;26784515;2015-02-19;26038811;Jeffery (Jincheng);The condo was very neat, well-kept, and cozy. The interior decor was on point! Justin provided bagels, cream cheese, bananas and juice, which was a nice touch. Wireless internet was included. The area was in a convenient location and a quiet neighbourhood. 
4494948;27318359;2015-03-02;17466858;Rodolphe;It was just perfect. The flat is well situated and beautiful. Justin has just settled everything perfectly (some complimentary food...). The flat is absolutely clean. Next time I am back to Seattle I will stay there for sure! Thank you Justin!
4494948;28161985;2015-03-19;26027495;Semele;Best Airbnb experience to date!  Justin left very detailed instructions on how to get in and once in,  we discovered he left us a fresh bag of bagels/cream cheese/ orange juice.  The place was prestine condition and the small touches presented a true bnb experience.  If we are ever in Seattle,  we would definately stay at Justins again!
4494948;28695629;2015-03-29;22890359;Fiona;I had a great time at Justin's place. Justin was very helpful, responded quickly to emails and gave great instructions, so finding the apartment was no problem. His place is about 10 minutes' walk from downtown, and it is clean, smart and well equipped. The bagels, orange juice and bananas kept me going for most of my stay! Couldn't imagine a better place to stay - I'd definitely recommend it and would stay there again. Thanks for a great stay!
4494948;29366732;2015-04-06;10827446;Gabe;"Justin's apartment felt like nothing short of a home-away-from-home while I stayed there for my business trip to Seattle. As a roomy 1-BR, it's more than enough space for a solo traveler, though I'm sure a couple would feel plenty comfortable as well. The furniture is classy and cozy, the bed is fantastic, kitchen is beautiful, and the home theater HD projector is awesome for throwing a movie up on the wall in what feels like your private movie theater.

To top it off, Justin was an ideal host. Before I arrived, he was extremely detailed and timely in his responses to my questions about parking options, wireless internet, etc. And once I arrived, I was welcomed with fresh bagels & cream cheese, fresh fruit and OJ. Plus, he had a clear home essentials instruction sheet, along with a Seattle tourism guide, both printed out and waiting for me on the kitchen counter. Really made it feel like a classic B&B experience.

All in all, a true 5-star property with a 5-star host."
4494948;30067225;2015-04-17;24674650;Kanwalai;I really had a good time in Seattle which Justin's condo is one of the big reasons for that. It was a perfect home away from home for us. The room was well-equipped, clean, beautiful and in a great location just like the description and pictures. It takes very short time to walk to downtown and if you need a bus, the bus stop is just a few steps away from the building. There are drug store, convenient store, restaurants and fast food shops nearby. Justin is a great host, being kind and flexible with us. I really recommend this place to everyone coming to Seattle! Thanks to Justin again for such a nice place. 
4494948;30921949;2015-04-29;529153;Belinda;"We can tell Justin is a considerate person from his way of welcome - fruit, begal, OJ, drinking water, well equipped kitchen, a clear map of Seattle on the wall and even a Seattle landmark chocolate bar.  You'll feel like you're at home.  
Justin's apartment located in a quiet area that surrounded by some nice apartments, two pretty historical houses and plenty of green.  You can walk esaily to downtown or take bus #2 that is one block away to Kerry Park of Queen Ann at where you'll have fabulous view of downtown Seattle especially the Space Needle."
4494948;31870328;2015-05-11;18425414;Alysia;Justin's apartment was the perfect base for our short stay in Seattle. Perched on the top of First Hill, it is easy walking distance to a local shopping strip on Broadway and to downtown/the waterfront (if you don't mind a bit of a steep walk- we did see busses whiz by too). The place itself was very comfortable, well equipped for cooking and was extremely clean and well presented on arrival- he was even so kind as to leave fresh bagels, OJ and bananas. We had excellent communication with Justin and met him on arrival. A fantastic host and we can't recommend him enough.
4494948;32149850;2015-05-14;1600273;Steve;Justin's a great host.  Unlike a lot of AirBnB hosts, he provides hotel-style amenities, down to the little bottles of shampoo.  Which is nice.  His place is also very clean and very centrally located. Highly recommended.
4494948;32992377;2015-05-24;26394059;Joshua;Our stay at Justin's place was amazing. It was a perfect size for two and in a great location! There were plenty of visitor resources provided by the host and even some breakfast items for our stay! The bed is very comfortable and the space is great! I'd recommend Justin's place to anyone looking for a Seattle getaway!
4494948;33564536;2015-05-30;25568993;Shadd;"From booking the room, to arrival, and through checkout Justin has been a great host. He was quick to answer questions about the rental, and give advice on best routes to take from the airport. Unfortunately we were not able to meet Justin in person, but he gave clear and easy to follow instructions on where to pickup the keys and how to get into his building. 

Upon entering his condo, we were welcomed with cold refreshments, bananas, bagels with cream cheese, and orange juice, which was very thoughtful and appreciated. 

The condo was clean and true to the pictures the posted on the ad. The place is well furnished and all of the furniture was in good condition. The kitchen was well equipped; anyone planning to cook during their stay would be impressed. The bathroom was also very clean and Justin even left travel size toiletries for us to use. The bed/couches were very comfortable, and there were plenty of blankets/pillows for us to use. We were fortunate to have great weather for the duration of our stay, and even at 80° the condo was very nice with the windows open. There was also wi-fi and Apple TV which was awesome. 

Location of the condo was was also good. It is uphill from the downtown attractions, but was not unmanageable for me or my girlfriend, even with out luggage. There were also plenty of food and market options within short walking distances. 

Street parking was a bit difficult.  However, there are several overnight pay parking lots just a block or two away which we utilized. 

Overall, my girlfriend and I were very happy with our stay at Justin's condo and will probably look to stay here again for our next trip to Seattle."
4494948;35071274;2015-06-15;28370219;Greg;Justin was a super host, helping us understand the layout of Seattle and the walkability of his condo. When we arrived, the condo was exactly as depicted in the photos - extremely clean and well-organized, nicely furnished and quite comfortable.  As the other reviews mentioned, Justin had various amenities on the counter for our arrival - toiletries and laundry detergent (pack lighter and do laundry just down the hall), a parking pass and map, a Seattle guidebook, along with bagels, cream cheese, and not-from-concentrate OJ, which helped us enjoy the first morning without having to go out for breakfast. Enthusiastically recommend Jason as well as this condo.
4494948;35446299;2015-06-19;18938730;Mary;In town for a Baseball game at Safeco.  thanks for loaning us your parking pass so we were able to leave the car behind and walk just about everywhere.  We even walked to the Stadium but ubered back. The apartment was perfect.  Clean, safe and comfortable. Thanks again.  Hope to make it back soon
4494948;36021396;2015-06-24;5306140;Marc;Staying at Justin's apartment was one of my best airbnb experiences to date.  The location is great.  I enjoy walking around cities and the apartment is located an easy walking distance to downtown and the surrounding neighborhoods.  The apartment is nicely furnished, very clean, and very comfortable.  Justin had a welcoming package with food, toiletries, and laundry soap.  He was waiting for us when we arrived from the airport which made check-in a breeze.  I would highly recommend this property.
4494948;37466201;2015-07-07;33025409;Evan;Great apartment located near some iconic Seattle Landmarks - about a 20m walk from a lot of great places, like Pike Place, Pioneer square, etc. Justin left some snacks and instructions in the apartment as well which was very nice.
4494948;37974824;2015-07-12;33084027;Craig;Justin was very accommodating and met us at the condo just as scheduled. He was extremely pleasant during our meeting and was more than kind and considerate when showing us the apartment. Detailed instructions were left which made it very easy to make ourselves at home for the time spent in Seattle.
4494948;39002586;2015-07-20;6618190;Vince;"All the good comments about Justin and the place are true. When I asked if he had a coffee grinder and he didn't have one, he bought one and a coffee press for my use.  He got bagels, OJ, and cream cheese, too!  
The location is just a 10 minute walk to the public market and downtown.   You can uber to Space Needle for minimal fare. Just right.
You can't go wrong with this place."
4494948;39915884;2015-07-27;22993542;Hannah;Justin was really welcoming and a fantastic host. The apartment was even better than described and we really appreciated the bagels and OJ. Perfectly clean apartment, comfortable bed and plenty of space for 2 people. Using the big screen to watch netflix was an awesome bonus too! Although it's a 15/20 minute hilly walk to the centre of Seattle, this didn't matter as the apartment was so nice.
4494948;41744421;2015-08-09;32798041;Elizabeth;Everything was so awesome - comforts of home, all the amenities, nice neighbors, close to many good food/coffee places. We would come back and stay here in a heartbeat. I would easily choose this place over a hotel room any day.
4494948;43743736;2015-08-22;13017777;John;"Justin's apartment is very nice. Well equipped kitchen. Newly decorated. Comfortable bed. Note about the bed: it is a foam mattress. We were concerned at first, but it turned out to be very supportive. We are older, 60+, but the mattress caused us no discomfort or next-day-soreness. The apartment is not as ""dark"" as it looks in the photos.  The big windows let in a lot of light. The views are basically of neighboring buildings, but you can see Mt Rainier (on a clear day, if you get one). The building is an older apartment building, but it has been well cared for. The neighbors were quiet and nice. Justin was very helpful and responsive.

On the location: we were surprised that ""First Hill"" was not called ""Cliff Side."" It is downhill to everything and parts of that hill are very steep.  It is one mile to the waterfront, most of which is a hill. We walked everywhere and the end of the day was always uphill. So be aware of that. If you rent a car, parking is available on the street, but not always easy to find. There are time limits and fees for street parking. The building is located beside several hospitals. There are emergency vehicle sirens all the time. And there are the normal city noises: traffic, voices, etc. Justin's windows block most of it, but if you like to have the windows open, it can be distracting.

The neighborhood is great: mostly residential in the immediate area, but within 1/2 - 1 mile to everything Seattle has to offer: coffee shops, great restaurants, shopping. Capital Hill has it all, even a pot shop. Capital Hill is very LGBT friendly, so if that bothers you, stay away. But there is no in-your-face gayness.

I give this apartment a very positive review. And affordable by Seattle standards."
4494948;45052173;2015-08-31;13598687;Paul;"Justin's place was awesome! It's in a wonderful location in Capitol Hill area full of great bars and restaurants. If you're looking for an LGBT friendly area, this is it! You're also a 15 min walk from downtown and it's super convenient to get to the Washington State Convention Center it's an easy walk away. 

Justin was very communicate and gave simple directions to enter his place without him being present. It couldn't have been easier. He was very courteous and a quick communicator. 

Justin's condo was in impeccable shape. Very clean, organized and nicely decorated. You can't miss the 100 inch projector which made for some epic nights of relaxation and Netflix vegging. In short, the place really felt like home and the complimentary water, fruit, and bagels was a nice touch. 

I will definitely be staying here again when I make it to Seattle again! Thanks Justin!"
4494948;48378739;2015-09-26;26366177;Steven;The listing was accurate for what truly is an amazing place, the location is perfect within 5 min. walking distance of Washington State Convention Center as well as everything in downtown Seattle and host was fantastic by ensuring everything one could need for a comfortable and enjoyable stay was available (i.e. - towels, soap, shampoos,hairdryer, etc.). Would highly recommend for anyone coming to downtown Seattle.
4494948;49692970;2015-10-05;19514204;Robert;"Justin is a fantastic host. His instructions for arriving allowed for a seamless and stress-free arrival. Upon entering, his place was in fantastic condition. The place was spotless. In addition to the snacks and drinks he had left, he provided an information sheet with all the pertinent information. He also provided a list of places to visit, grocery stores, and pharmacy. 

Overall, I had a 5 out of 5 experience. I will definitely stay again on my next visit."
4494948;50976118;2015-10-16;948664;Christian;"Justin Was a great host!  The apartment was immaculately clean,
very comfortable and, honestly,  better than expected.
He provided everything I needed and more (laundry soap, lots of clean towels, great suggestions for local restaurants) .  The bagels and fruit were an awesome touch.  "
4494948;57923833;2015-12-30;50291659;Dom;"This was our first AirBnB experience. For us, any future stay will be hard pressed to top it! Our host and I communicated often prior to arrival. Every aspect of the visit was as expected or better - from arrival to departure - from the neighborhood to the condo.  Location is easy walking distance to nearby medical center, coffee shops, other neighborhoods and downtown which made it convenient for us to connect with family living nearby. Between walking, public transit and Uber, we had no need to rent a car for the two weeks. The condo is well kept and was a comfortable refuge each night after a long day out and about. All in all it was a very pleasant experience.
"
3242605;14214395;2014-06-14;4134112;Patt & Jacq;The Zen Den was the perfect spot for our little getaway. The private room in West Seattle was a peaceful retreat after a full day of touring the city and Jessica made sure to make us feel welcome while we were in her home. Public transit was nearby, as were shops and restaurants. Would love to stay again if we were visiting Seattle.
3242605;14318943;2014-06-16;5488246;Justine;We stayed at Jessica's for only one night. The room was perfect. The kitties were cute and welcoming. We didn't actually meet Jessica, but even from afar she was really helpful. We will definitely recommend the place.
3242605;14997013;2014-06-30;19457;Ron;Jessica was a bright, cheery and accommodating host for us . . . very flexible in coordinating with our schedule that kept changing because of relatives coming from out of town. The room looks just like the photo. Didn't get to use the sauna, but it looks very nice, has digital settings. The area is super safe and quiet, more quiet because the room is clear at the back of the lot. Best night's sleep I have had in a long time.
3242605;15245290;2014-07-05;6592943;Matt;Awesome host! Awesome place! Nice cats. Would love to stay there in the future! 
3242605;15292756;2014-07-06;16911097;Andy;THe zen den was nice and clean, we weren't there long enough to enjoy the sauna but the space is lovely
3242605;15410505;2014-07-08;3836744;Kate;Jessica's zen den is absolutely amazing. Comfiest bed and air mattress for extra guests, wonderful sauna, and beautiful environment. West Seattle is a really fun mix of city and beach town. There's also an easy bus to catch down town, but coming back to such a relaxing part of the city was a huge comfort. Jessica was also so sweet and responsive to all my questions. Overall really great place to stay! I would definitely want to come back.
3242605;15543736;2014-07-11;612554;Nicole;The place was nice and convenient. Crashed there just for the night with my mom and sister on our day trip to Seattle from Portland. Never met Jessica but she provided everything we needed and the place was easy to find. Sauna was nice after a long day walking around town. 
3242605;15776743;2014-07-15;16951543;Dean;Although we did not get to see much of Jessica because we were wandering all around Seattle most of the time, staying at the Zen Den was a great experience. I would definitely go back there again and would recommend the place to others.
3242605;15879028;2014-07-17;4350777;Sonya;Jessica's place was just as described - a green, peaceful oasis in the vibrant community of W. Seattle.  We loved being able to take just one bus to get us where we wanted to go downtown! Jessica was out when we were in, but we felt perfectly comfortable.  We'd definitely stay again.
3242605;16106354;2014-07-22;11630654;Paola;Even if we haven't met Jessica, she left me all the information I need to reach her house. The room was nice and very well situated, close to Alki Beach and only 20 min bus ride from the Downtown.
3242605;16259751;2014-07-24;2947094;Marc & Chanelle;"Great room and a great host. We only saw Jessica the day we got there as she's pretty busy, but we did get to hang out with her for cats which were all sweet and friendly. The neighborhood was great, and it was close to Seattle Centre, which was what we needed.
Room and house were clean and having the outside deck set was nice. Would definitely stay here again and highly recommend it. Unfortunately we didn't make use off the sauna, so I can't comment."
3242605;16332328;2014-07-25;17015784;Sam;Room was good, super easy access! Had no dramas... The sauna was nice. Cool little place to stay : )
3242605;16485022;2014-07-28;7590327;Lisa;Great clean room, super quiet. Plenty of privacy for a good price. You have to walk outside on the deck to access the bathroom in the main house area, but this wasn't a problem for us. Very close to a cute retail area with lots of good restaurants! 
3242605;16669505;2014-07-31;10935547;Melanie;"Jessica's place is great! The space is very comfortable. There's an outside area to sit and have coffee or hang out. It's separate from the main house, so you have access to the kitchen and bathroom through a side door right next to the Zen Den. 

The location is awesome - just a quick walk to the water or to The Junction (this area of town). Great restaurants and funky boutiques. 

We had our dog with us this trip and found both her house and the neighborhood very dog friendly. Lots of places to walk your dog. It's a 15 minute drive to one of the best dog parks I've been to (Westcrest).

We were visiting friends and family closer into downtown Seattle and the drive was quick and easy every time.

The only downside was worrying about walking into her house to use the bathroom or grab some water in the middle of the night - which is pretty typical for me in general....

We didn't see her much, but whenever we ran into her, she was very welcoming. I totally recommend her space!"
3242605;16795648;2014-08-02;2044688;Mike;The Zen Den is a peaceful and secluded room in the back of the house - the trees helped keep the room cool in the summer heat. Really enjoyed our stay. 
3242605;16993294;2014-08-05;17323287;Thierry;Very good organisation for my stay at Zen Den. We could not meet with Jessica because we were on the road, but I had a very nice night in this very quiet and Zen place. Thank you Jessica
